CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.0011250010101010101,0.0,1,1,1
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.0009664826530612245,0.0,1,1,1
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.0008973888888888889,0.0,1,1,1
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.2358885680851064,25.593375197145832,2.2856592341955118,2,2
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.5804281266369047,17.53716586821328,1.1282216213328284,2,2
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.3047656006048387,19.25257631683566,0.6841551873376149,1,1
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.30356974756944444,18.917501230942214,0.6510806880380076,1,1
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.28382272153532606,19.35005244510713,0.9393537662676918,2,2
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.265713366954883,18.746052996770807,1.0962257366667383,2,2
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.28290159698219713,19.377610312176834,0.9545004741264153,2,2
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.28198181667763156,18.174760282045046,0.7952600356422043,2,2
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
2,0.21535586423587277,17.220196863738483,1.7399097186788666,3,3
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
3,0.23567706766019658,12.499886163866643,0.2430577769342743,1,1
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
3,0.19953836365771224,15.2064600595506,1.7234913697730918,5,5
