CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
3,0.0009956788925307497,0.0,1,3,3
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
3,0.19470187856231494,14.541307959642568,1.6975770414971052,5,5
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
5,0.18639847565098924,7.8908243539817615,0.9716228346633947,5,5
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
5,0.10722411661828404,7.054553277544923,2.2386390883373757,11,11
CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
5,0.10693714276491526,7.397792007573654,2.5925143922929217,13,13
