CtnNum,Uw_cpu,Xw,Res
6,0.026125432469525603,2.4101779752221844,321504
6,0.034333019558699766,2.738231697363849,524740
8,0.02052935605549556,2.146176690002372,628896
2,0.057006081089242946,9.661831058403598,851840
2,0.02803110680612245,5.1594240514817535,152375
2,0.11797674526315789,12.575973849323795,458436
5,0.052169037109570604,2.9510869327614615,690029
10,0.02074617924619087,1.5058716978687783,898518
7,0.025400322579551795,2.191619641685227,254897
4,0.027217200869219575,4.02390390073377,182455
1,0.20461783647058823,13.540621601005208,827588
8,0.028360492727471757,2.102467285310558,419043
4,0.04395430770840577,4.4635350068257935,49266
4,0.04321762801780968,3.9173549210996046,565171
1,0.0008571919191919192,9.575489844768072,573897
7,0.026743068763753097,1.6822752065328153,483717
8,0.021225347704164104,2.5102003687362533,131893
3,0.07116081369678977,5.538509082085782,826172
7,0.1745184261396129,2.4340449694435553,14883
7,0.03247833708675326,2.2517783688787345,839255
5,0.012089058214140615,3.1695122359631926,51760
2,0.09030479439086575,7.9687441287390195,807396
7,0.04067615274681449,0.3987646641091621,59346
10,0.018752725786053248,0.053294397696645,
