CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.000817815,22.069144781524038,1,0.2657726589473684,24.84723640858862,1,0.1279590393939394,11.570130402342334,1,0.001055834693877551,21.734376092588214,1,0.0009035434343434343,19.119618539323408,1,0.0008239969387755103,17.023876391412447,
