CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.04991619484536083,24.355244815891293,1,0.20845230666666667,12.555818871190136,1,0.14471823979591836,7.913117869154632,1,0.0018308653061224489,15.484480003438579,1,0.000936695918367347,11.780143833524587,
