CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.04275221530612245,15.305488944501803,1,0.057729267,11.74298922197249,1,0.06587815252525253,12.487791740021077,1,0.16187256145833334,13.193329101668011,1,0.14517967608695653,4.547727809071194,
