CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.051663907,21.384531071723327,1,0.21185430102040817,19.81506815957512,1,0.09517754897959184,24.813052331223265,1,0.40230432021276596,1.377227214573077,1,0.1843570775510204,18.13992122272356,1,0.03969639494949495,20.79747566883722,1,0.40705602555555553,5.520644119654409,1,0.20815068404255319,13.897207999879072,1,0.2719956767676768,13.08599387298596,1,0.0153782,10.420386601093789,1,0.15295732843137255,16.722507945836792,1,0.000964925,12.439584493905974,1,0.04514228645833333,8.556371791609104,1,0.4245711595959596,0.0,
