CtnNum,Uw_cpu,Xw,mtp,NewCtnNum,ActNewCtnNum
1,0.33610006666666664,19.588674368646878,1,0.094038952,8.825908355023442,1,0.14347661717171717,15.079927169095944,1,0.105352875,16.927466600809026,1,0.10558209215686275,19.976714418438426,1,0.006640105,10.854106561413841,1,0.0009858,6.021252494894114,1,0.10285840219780219,15.092422422081665,1,0.17254918969072164,2.527893766004751,7,0.14039421951268485,3.568883887983974,7,0.15509089761108008,4.901288922645153,7,0.045542273726643254,1.9989964113511154,7,0.030631421363792793,1.9674997605631739,7,0.03255963367126818,1.9174430040560273,7,0.024585232846747358,1.4710032895313592,7,0.08165318075312589,1.9914731130029628,6,0.02148998076256441,2.3601673465702526,
